organization_id,address,country
5bb469a1644ff071d7559859d70ccc21,"Via Monviso 10, Bareggio, 20010, Italy",IT
66ebf2a3aa71c90b4df3fc93590e22db,"Satpaeva ul d. 3, Atyrau, Atyrau, 060011, Kazakhstan",KZ
1dfd773e33e6c04f7039a1754bc23350,"21057, , OLGIATE OLONA (VA), VIALE UNITA' D'ITALIA 85,",IT
542b304d25a04e79b7c51b9ea2f0bd2d,United States,US
d73fe8b6ca7ef24893b4f5a45da38305,9 satsang estate bh madhav estate s p ring road odhav,NP
4174ce1ae09c87cce8a4accaf940bc58,"Av. de la Montana No. 114 Modulo 2, Parque Industrial Queretaro, Queretaro, Queretaro, 76220, Mexico",MX
72287c8a05013ab2ac4f4bc59baa7e81,"Via San Gerolamo Zona Industriale 14, Pisogne, 25055, Italy",IT
cbd8688519564b47b04c03d724df60dc,"Gasan digital 2-ro 61, Geumcheon-gu, Seoul, Geumcheon-gu, Seoul, 08588, Republic of Korea",KR
f248234edf9001233cef698b40ad99ed,"Rue du Travail 9, Nivelles, Nivelles, Walloon Brabant, Walloon Region, 1400, Belgium",BE
44480355e08d485110393986bfa9bf97,"100 EAST WING 10-14TH FLOOR,SIGNATURE TOWERS SEOUL  JUNG-GU, SEOUL JUNG-GU SEOUL S/N",US
512aaa481c3d7292a824789dcec39bb6,"Maesbossen 3, Lokeren, Sint-Niklaas, East-Flanders, Flemish Region, 9160, Belgium",BE
4174ce1ae09c87cce8a4accaf940bc58,DE LA MONTAÑA 114 MODULO II PARQUE INDUSTRIAL QUERETARO CALLE LA NORIA Y CALLE BENITO JUAREZ QUERETARO QUERETARO 76220,MX
0112c373127add14e6abc67f0d86601f,EUROPARK 1046 B-3530 HOUTHALEN BELGIUM,BE
1be9fec1d49206ad002ba4713080d66d,CARR A SALTILLO KM 7 IND EL OBISPO 500 M ANT DEL ENTRONQUE A GARCIA SANTA CATARINA NUEVO LEON 66359,MX
ea4dcf0240b16fc0120751355be0c645,"BIRLAGRAM, NAGDA MADHYA PRADESH 456331",IN
0112c373127add14e6abc67f0d86601f,"BE3530, HOUTHALEN, EUROPARK, 1046,",BE
d85615357f94890cb1001d69fbc6e204,"9F, IT CASTLE II 137, GASAN DIGITAL 1-RO, GEUMCHEON-GU, SEOUL, KOREA, KR 9F IT CASTLE II 137 KOREA (REPUBLIC OF)",US
1256b6a82f5a0b1175fa3ac65106035c,the second jjinheng road 26 jingding industrial park zhuhai zhuhai special economic zone guangdong guangdong province,CN
1e7cdb2a943c5be5287001a472bf1ade,"#N/A AMBERNATH,MAHARASHTRA PIN-421506",IN
e7783d430082eec90241391dcc94b73e,"16-15, Kanagawa 2-Chome, Kanagawa-Ku Yokohama-Shi, Kanagawa, Kanto, 221-0045, Japan",JP
6c27def63658ba4fa0b9a8f947c98077,"5/1705, Sapphire Heights, Mumbai City, Maharashtra, 400101, India",IN
73ac806800276c7389cac5457c236a2d,29A JACOBSEN CRESCENT AUSTRALIA   HOLDEN HILL SA 5088 VI 3043 AU,AU
365ca998ff04be7034ac835e78398107,"CHINA, ZHEJIANG PROVINCE, YUYAO CITY, DITANG STREET, NO. 99 ZHENGXIANG NORTH RO",CN
632693ac45b80420d537e5983dde5619,LTD. 5TH FLOOR ROBOT BUSSINESS CENTER #301 JINGU RD YINZHOU NINGBO  CHINA,CN
05c5978192830a0cf35240396987cebd,"ASHOKA CHAMBERS,  3RD FLOOR,RASALA MARG,  MITHAKALI CROSS ROAD, ELLISBRIDGE,  AHMEDABAD 380006",IN
261678b89fc956ab253c819c00831e82,UL ZOFII HOLSZANSKIEJ 7B    RADOM  26600 PL,PL
3c95963c42a69518889086f8b517aa40,"MATERIAL CO.,LTD ROOM. 2-2-402, HUI XIANGYUAN PLOT, JIANGSHUIQUAN ROAD,LIXIA DISTRICT,J INAN,  P.R.CHIN JINAN   CN",CN
efa74830d61864606489a92248569560,12 floor jincheng centre tongzhou beijing 101121 china,IN
042c899e32a4504c2fb2fb9b90101697,"92439, , BODENWOEHR, WERNER-HAEPP-STR. 1,",DE
5df6412669ebce9419930f442aedf3a8,"Roentgenstr. 12, Aalen, Ostalbkreis, Stuttgart, Baden-Wuerttemberg, 73431, Germany",DE
7cf4bc1f611a9ffb63136bd16c54fa11,"16 FLOOR,NO.488 YAOHUA ROAD,SHANGHAI 200126",CN
40cf3b25f389633de2c3c4193a29513f,"NO 158 SHIGANG INDUSTRIAL PARK TONGZHOU, NANTONG CITY JINGSU 226351",US
2a10e5aad2493dae27150dd7460eda7c,"Zona Industrial de Haina, Calle L, San Cristobal, Dominican Republic",DO
b409dd2e9dd1ff8625a3f7408f9b8a40,"An der Bundesstr. 16, Borgholzhausen, Guetersloh, Detmold, Nordrhein-Westfalen, 33829, Germany",DE
7e5cd9d11e73c8e045f9b1032eaa968a,270 SEEBOLD SPUR  FENTONMO FENTONMO 63026,US
2112da2e1b3ea46e708391b980668039,MACROMOLECULAR MATERIALS CO LTD RO OM 304B HUANAN BULIDING NO 1988 DO NGFANG ROAD,US
7ac2b9cd8e689a515d67316067e6e13a,VLIETSKADE 1032 PO BOX 20 4241 WC ARKEL NETHERLANDS,NL
de1cc9e14e6917cc4551f380eeea451c,"75/81 RICHMOND BLDG., 22ND FL., SUKHUMVIT 26, SUKHUMVIT RD, KLONGTOEY, BANGKOK 10110 THAILAND  6622606321",TH
2a10e5aad2493dae27150dd7460eda7c,CALLE D ESQUINA CALLE L ZONA INDUSTRIAL DE HAINA SANTO DOMINGO   DOMINICAN REPUBLIC,DO
1160f80e3d1eb994cad91c59650c06ed,34 BARNETT AVE    GLYNDE SA 5070 AU,AU
40e5ddabfec1b72ea7ab7ba02f284bc1,WINTHONTLAAN  200 UTRECHT  3526 NETHERLANDS,NL
74dfe4059382c0da8b664be41a250968,529 STONEGATE DRIVE  KATY KATY 77494,CG
160093fb437f055c22e10f16e2766eba,"CO.,LTD 1 DONGCHEN ROAD(S),ORIENTAL  ECONOMIC CITY, PUJIANG MINHANG  SHANGHAI   CN",CN
727d60bafa94e025a7328a9bd58adeaa,"CO.,LTD. XING DIAN ROAD TIANJIN 12 300402 CN",CN
6f5ed40558607d16d5a81e45383ea237,UNKNOWN ADDRESS,US
1615d271e552f3a500ce1fd95b0b4f11,UMKOMANZI DRIFT UMKOMAAS NL 4170 SOUTH AFRICA,ZA
06072239047275d4512e5ea5f2739620,"COUPLAND ROAD, HINDLEY GREEN, WN2 4",GB
751d277ac823cd4d0bfc324a945800f9,"Zofii Holszanskiej 7b, Radom, Radom, Mazowieckie, 26-600, Poland",PL
74dfe4059382c0da8b664be41a250968,"529 STONEGATE DRIVE KATY, TX 77494 US",US
e91d6ae2b5a89075f7e26497e30202a4,"No.61-63, Dr. Radhakrishnan Salai Mylapore, Chennai, Tamil Nadu, 600004, India",IN
3cda5ede6a63f1d18ffedfeb170882fd,"2-44,33,GEUMGOK-DAERO 8BEON-GIL,BUK -GU, BUSAN, SOUTH KOREA46548 .       TE +82 70-4322-5958",KR
083292112731428cf8de02694b9f26bf,INDUSTRIEPARK NOORD H DUNANTSTRAAT 11B   TIELT   BE,BE
76ad3be8a09079ae768445f9ab99ea8a,TV 33 A   19   21 BRR MARTINEZ MARTELO,MX
1160f80e3d1eb994cad91c59650c06ed,34 BARNETT AVENUE AUSTRALIA   GLYNDE SA 5070 VI 3043 AU,AU
75d0b4464b91fea181d1e50e9821c6c2,"RM1109-1110,KWONG SANG HONG CENTRE, 151-153HOI BUN RD.KWUN TONG,KOWLOON   HONG KONG   HK",HK
5cfa38c42a0582a6801d85a56ff1a3c7,United Kingdom,GB
4174640d078827f586f1ce70eb236f6b,"ROOM F001,6 F,NO 181,HUIZHAN RD, 315040 NINGBO   NINGBO 35 315040 CN",CN
4ab37ca9fb295b032be0725c85012bbd,no 158 shigang industrial park tongzhou city jiangsu 226351 china,CN
d73fe8b6ca7ef24893b4f5a45da38305,"9, SATSANG ESTATE, B/H MADHAV ESTATE, S P RING ROAD ODHAV AHMEDABAD 0",NP
72536625ff9caf8530b2fce38cb955b0,"230, NEW SONAL LINK INDUSTRIAL ESTA TE LINK ROAD, MALAD (W) MUMBAI  MUMBAI   IN",IN
105f7862b84418430691dfe9d3317dea,"3735 GREEN ROAD  BEACHWOOD, OH BEACHWOODOH 44122-5730",US
54d1491b82856630d8c61f7683aee54e,United States,US
3584e6e193984441ef06b6625a921116,"Gaejwa-ro 174, Geumjeong-gu, Busan, Geumjeong-gu, Busan, 46259, Republic of Korea",KR
d52a2143b9cda696e3162c937a5befa3,"TECHNOLOGIES CO., LTD. NO.10, XINHUI RD., WUSHA, DALIANG,   FOSHAN 44 528000 CN",CN
042c899e32a4504c2fb2fb9b90101697,"Werner-Haepp-Str. 1, Bodenwoehr, Schwandorf, Oberpfalz, Bayern, 92439, Germany",DE
2dd7ed224d5fd345ebafc7498aedaadd,LOS JUAREZ 26 SAN JOSE INSURGENTES FELIX PARRA Y SAGREDO COYOACAN DISTRITO FEDERAL 03900,MX
137b75addbda4f4972649a7160cb9836,UNKNOWN ADDRESS,US
d7cbfd4f8edd61cd67dbc7fc2b5d6dbb,"No. 28, xintao road, industrial park, Qingpu district, Shanghai, 201707, China",CN
4183931f99380bae7e899cb678d3b3d4,"39500, , TAVAUX, AVENUE DE LA REPUBLIQUE USINE DE ET A,",FR
122612554dec6158b57b33f7c9c930f5,VLIETSKADE 1032 ARKEL ZH NETHERLANDS       TE 568100,NL
77717c61a72d98b75b70ffe1c6a4b42c,VLIETSKADE 1032  ARKEL  4241 WC NL,NL
d7e4e9148fae9f136532e1fb594a766c,"AND EXPORTERS, 46 - 49, SILVER INDUSTRIAL ESTATE, BHIMPORE,DAMAN (U.T)-396210 (INDIA)       TE GST NUMBER :- 25AAEFP8511B1ZN",IN
f569bf202e5586870c3f108277d183f3,"1, 227, Wuri Dist., Taichung City, 414, Taiwan",TW
36b40607f200142c65c09e13a6fd5e7b,"81/2, Swastik Society,,Navrangpura, Ahmedabad, 380009, India",IN
8dc81ead58a3d5886648b6b1fcc8c984,"Vlietskade 1032, Arkel, 4241 WC, Netherlands",NL
6bb377d62bdc9444efd5460fddcb1975,UNIT 1B ZIP 56  RUNCORN  CHESHIRE   GB,US
16948b39325b423ab3a0ccc45bd4894e,"VIALE UNITA' D'ITALIA, 85 C.P. 103 OLGIATE OLONA 21057 IT",IT
3dbaab4aef0740be0ddda563b8a46cca,NO 6 QIANJIA ROAD XIAODONG INDUSTRY ZONE YUYAO ZHEJIANG CHINA YUYAO CITYCN,CN
9fd75eb16a459682277673ec9caa685b,28/FL NO 1958 NORTH ZHONGSHAN RD SH ANGHAI   CHINA .       TE 021 60821575,US
cb5de4913af6ebb25335ae01908367e3,28 fl no 1958 north zhongshan rd sh anghai china te021 60821575,CN
1949468c1d7790b0f6db42511069ee7f,RAIFFEISENSTRASE 16  TWISTRINGEN  DE 27239,TJ
7569ea6962aaaa137e0e7b234597107c,229 28 SATHUPRADIT ROAD NARATHIWAS RACHANAKARIN 22   BANGKOK  10120 TH,TH
77bb86882eae08b102e2dbd5b4dd800f,ISO CHEMIE GMBH ROENTGENSTRASSE 12 73431  AALEN GERMANY,DE
a921622d0b8337acf60a921ce9afce6c,"55/1/2 Sastitala Road, Kolkata, West Bengal, 700011, India",IN
284a5fd16a48d5aa6708cdd85f0edbbb,400 metros al norte de la pozuela carretera a heredia la uruca 10107 costa rica,CR
291b0dbe6645a4632e0cfad22a9d409b,"179, Pocket E Phase-Ii Mayur Vihar, New Delhi, National Capital Territory of Delhi, India",IN
7569ea6962aaaa137e0e7b234597107c,229/28 SATHUPRADIT ROAD (NARATHIWAS RACHNAKARIN 22)   BANGKOK  10120 TH,TH
02e84aebdc514c9fe24dc62d7d2f81a8,"23 GAO PENG RD.,HI-TECH ZONE, CHENGDU,SICHUAN,CHINA",CN
1949468c1d7790b0f6db42511069ee7f,"Raiffeisenstr. 16, Twistringen, Diepholz, Niedersachsen, 27239, Germany",DE
02e84aebdc514c9fe24dc62d7d2f81a8,"SP;23 GAO PENG RD,HI-TECH ZONE,CHENGDU,SICHUAN 610041,CHINA",CN
7569ea6962aaaa137e0e7b234597107c,"229/28 SATHUPRAKIT ROAD(NARATHIWAS RACHANAKARIN 22)CHONGNONSEE, YANNAW   BANGKOK  10120 TH",TH
7ff32cbf680635b8d237a45fd1fe041e,"3F NO.356 SEC.1 NEIHU RD,TAIPEI TAIWAN R.O.C",TW
027caeba84b1f5d197f9e0271fe5f1fb,2 WALTON ROAD PATTINSON NORTH   WASHINGTON  NE38 8QA GB,US
1763952df6af346453bbc8e45a9e972d,"75/81 RICHMOND BLDG., 22ND FLOOR, SUKHUMVIT 26, KLONGTON, KLONGTOEY, BANGKOK THAILAND",TH
7e5cac52808049d7d18c86d166a5ab88,"Plot No 7, Door No 8 I Main Road Kasturaba Nagar Adyar Chennai, Chennai, 600020, India",IN
82dc905f984b7f45156cae4db67191b0,hangzhou bay new zone cixi 0,CN
fd112504f922f86917e298f61f266746,"19TH & 20TH FLOOR, HANYU FINANCIAL",ZA
8cb703e8df820f4998e1e5160b51a84d,2015 NC BROADWAY STREET  MINNEAPOLIS MINNEAPOLIS 55413,US
1248cebbdd2b931604ed6ec24f8b0475,"FEDERAL MEXICO QUERETARO, SAN MATEO IXTACALCO KM 39.5 CUAUTITLAN-IZCALLI MEXICO 54713",MX
091e366bc4aeb7dd7267cbffacc92be7,#11-03A 50 RAFFLES PLACE 048623 SINGAPORE . 048623 SINGAPORE       TE 82014019,SG
23da6b100e687b66618462263e0b570c,"LEVEL 1, 12 HAMILTON PLACE, MOUNT WAVERLEY, VIC 3149 AUSTRALIA",AU
85a4ebc29766fd0e792dcc09f3bee2e6,"5-B,NEW ROHTAK ROAD NEW DELHI PIN-110005",IN
e19a24b2eba9deedd9b2f7363045b688,"13-A, D-SECTOR, INDUSTRIAL AREA,GOVINDPURA, BHOPAL MP 462023",IN
bfe90429321a1363343bd8326d5a263a,"No. 36, qunli avenue, economic development zone, Shashi district, Hubei, Jingzhou, Hubei, Central China, 434005, China",CN
52a6ef19a55f3ac9711a770fcca81d34,Panama,CO
712feb40e8de3e403ba964d277eb7ab3,"L CO., LTD LUOCHANG, SHASHI, JINGZH OU CITY HUBEI,                                                          CHINA",US
320a024dd05114305160aa2d6097d1f4,"NO 4.ALLEY 29, LANE 269, CHEN CHIEN    NEW TAIPEI CITY  238 TW",TW
0d20e0e35f1ed21914a0b6680816fc88,"IL 60061, VERNON HILLS, 11 HAWTHORN PARKWAY",US
4bdea5a3d7e97a8efd8d586e7f682924,LOS JUAREZ 26 SAN JOSE INSURGENTES SAGREDO Y F PARRA COYOACAN DISTRITO FEDERAL 03900,MX
3dd68e5d631dba4da6ac7b4948ac8059,2-10-2 MISONO    TOYOKAWA AI 441-0106 JP YAMAGUCHI MICA TE 81533722188,US
383908db2c26733e32cff08eadbf6beb,India,IN
f0fc87c8df2a1d786a5d5e1e630c2266,"D-28359, BREMEN, FAHRENHEITSTRASSE 4",DE
9c42b646fcac9e093388921ba3e98efe,"3/F WORLD TRADE OFFICE PLAZA,WORLD TRADE CENTRE,122 SHUGUANG RD, HANGZ HOU CHINA",CN
82d4100e340b65eb618c80792ebfdfd5,"HENGDIAN ELECTRONIC INDUSTRY ZONE DONGYANG, ZHEJIANG               CN",US
38b285fcc03d32c0e3b0aa31a3555a49,11 BREMNER ROAD    DRURY  2247 NZ,NZ
9a76169efa4210ca98e6bf08fc69542b,"3414 LIERSTRANDA, NORWAY NORWAY",NO
36d6acce681cb79780c2ccefdb9b2466,"2150 SCHUETZ ROAD  ST LOUIS, MO ST LOUIS 63146",US
0542b8ce03e0b3f13e99e15f8800a526,"No. 130, chongqing road, tongfuyu industrial zone, fuyong sub-district, Baoan district, Guangdong, Shenzhen, Guangdong, South China, 518103, China",CN
205fd132f06dded25facb6d383091d99,LE HAVRE PLANT ZI DU HAVRE ROUTE DU NOROIT 76430       TE FR,FR
205fd132f06dded25facb6d383091d99,"LE HAVRE PLANT ZI DU HAVRE, ROUTE DU NOROIT 76430 SANDOUVILLE       TE FRANCE",FR
c116fe37a4f2601a9efc09bc8c42e7ba,"130 CHONGQING ROAD,FU YONG TOWN,BAO    SHENZHEN   CN",TW
0542b8ce03e0b3f13e99e15f8800a526,"WEST OF CHONGQING RD,TONGFUYU ZONE,FUYONG TOWN,BAO AN   SHENZHEN   CN",CN
656bb9ae0c317c1fbc3bebb3d95bd390,unit 4 9 11 12 f houston centre 63 mody road tsimshatsui east kowloon hong kong,US
f34057265e1d8da6d43b046487ada6e0,"PORTOBELLO INDUSTRIAL ESTATE BIRTLE Y COUNTY DURHAM DH3 2RE BIRTLEY, , UNITED KINGDOM UNITED KINGDOM",GB
0542b8ce03e0b3f13e99e15f8800a526,"WEST OF CHONGQING RD.,TONGFUYU ZONE ,FUYONG TOWN, BAO'AN DIST.,SHENZHEN ,CHINA,SHENZHEN,CN",CN
fb04250624d960120a05b606339baa22,NO 2 JIANGWAN 3 ROAD CHANCHENG DISTRICT FOSHAN CN,CN
1ba394f15c51fb0cd827b53d72d42e65,ambachtsstraat 20 malle van 2390 belgium,BE
293397c4f2ce0529371cfc4932320182,"12f, xinglong building, no. 1007, jiefang avenue, Qiaokou district, Hubei, Wuhan, Hubei, Central China, 430030, China",CN
0542b8ce03e0b3f13e99e15f8800a526,"ZONE,FU YONG TOWN BAOAN DIST SHENZHEN 518103   SHENZHEN  518103 CN",CN
fe973bfd24241f63556eab2235555b28,68 KUANG CHENG ROAD TALI DISTRICT TAICHUNG TW,TW
ec6c36ca27cd2eb1cea04cdc5b0b46df,"1 Park Ave, Maple Shade, Burlington County, New Jersey, 08052, United States of America",US
f5f5134bb8c62a5a9789dce6364d0a76,"#658 XINGQIAO ROAD, QIXING TOWN, NANHU DISTRICT, JIAXING CITY, ZHEJIANG 314002 CHINA",CN
7a7ea0593021b0e7601bb9a0e2ce1f53,"SUITE 901A,9/F CHINACHEM GOLDEN  PLAZA,77 MODY RD,TST EAST,  KOWLOON   CN",CN
835ac8f9660695ea4e3e7779de7b8cba,CL 49 A   74   31,CA
95def8fd465494833cb0934ed32c6c91,CR 4 A   14    86,FR
e3261fedf02bc78696c15f4a4b161f34,l 36 21 48 brr la soledad,US
6f7b6c81e7bbb28543f6aee5274e3607,c 4 1 4 & 5 midc dist palghar tarapur 401506 in,IN
70a538652784393b2edd801fc9e5319f,"Rk Centre 4th Floorfatehgunj Main Road Baroda, Vadodara, Gujarat, 390002, India",IN
1bbb53eb7b3c8ba8f01219dd4425d466,"D-8, EVEREST BUILDING PT. M.M MALVIYA MARG,TARDEO. MUMBAI-400034 INDIA MUMBAI 400034 IN",IN
96466414759e428b5a349de1a2ce133d,"F.P. 145, RAM MANDIR ROAD,, VILE PARLE E MUMBAI, MAHARASHTRA 400 057      IN",IN
3b0daa410a2400dd7a7ffe8e38a51d1c,"D. 172, UDYOG BHAVAN, SONAWALA ROAD, GOREGAON (E), MUMBAI -       TE PH.NO: +91-22-26861015",IN
b16e8883accc8bc4c70f9768a6e95fe4,COLORANTS H.K LTD UNIT(S) 1505B 15F FORTRESS TOWER 250 KINGS RD NOR HONG KONG HONG KONG,HK
0cede7d628e870e535ec2a4186db6e41,"UNIT 409-20, 4/FL, HARBOUR CENTRE T OWER 1, NO 1 HOK CHEUNG STREET, HUNGHOM,  KOWLOON   HK  TE +85236918009",HK
1bbb53eb7b3c8ba8f01219dd4425d466,"D-8 EVEREST PANDIT. M.M. MALVIYA MARG S/N TARDEO CIRCLE, MUMBAI ., TARDEO CIRCLE MUMBAI 400034",IN
3ab853116f011dbb79745ca02d6aec97,UNIT(S) 1505B 15 F FORTRESS TOWER 2 HONGKONG CN,US
e8c6103b0b32a9807b82888ed6746690,India,IN
696070c0e3603bc37efb57444eec8ca6,"Montes Urales No. 505 Piso 2, Lomas de Chapultepec, Miguel Hidalgo, Ciudad de Mexico, 11000, Mexico",MX
3cda5ede6a63f1d18ffedfeb170882fd,"Geumgok-daero 8beon-gil, Buk-gu, Busan, Buk-gu, Busan, 46548, Republic of Korea",KR
56c8ec9a10b5755079dec232fb5c7d27,CARRETERA MINA PILARES KM 000  CAFE COMBATE HERMOSILLO SONORA 83165,MX
16948b39325b423ab3a0ccc45bd4894e,VIALE UNITA ITALIA 85    OLGIATE OLONA VA  21057 IT ANNA TE 0039 0432 746342,IT
3dbaab4aef0740be0ddda563b8a46cca,NO 6 QIANJIA ROAD XIAODONG INDUSTRY ZONE YUYAO ZHEJIANG                         CN,CN
512aaa481c3d7292a824789dcec39bb6,"9160, LOKEREN, MAESBOSSEN 3,",MX
e0999a19e32b6dbe3bdc8b680a190b8e,"C410 ORIENTAL SILVER BUILDING 399 YANGZHOU, JIANGSU 225009         CN",CN
962be37f44f77c8db23458b3296d8c2f,"100 Ohio Ave, Mound City, Pulaski County, Illinois, 62963-1152, United States of America",US
